Arts/Sports/Entertainment,3.1
Consulting,3.6
Education,1.5
Entrepreneurship,2.8
Finance,8.3
Government or Politics,4.7
Graduate School,27.5
Health,6.1
Media or Publishing,1.6
Nonprofit or Public Service,3.6
Professional School,22.7
Technology or Engineering,8.2
Business - Other,3.6
Other Sector,2.5
