Arts/Sports/Entertainment,4.6
Consulting,2.1
Education,5.0
Entrepreneurship,4.9
Finance,4.7
Government or Politics,16.5
Graduate School,1.0
Health,26.7
Media or Publishing,1.9
Nonprofit or Public Service,3.4
Professional School,4.1
Technology or Engineering,11.2
Business - Other,8.2
Other Sector,5.7
