Arts/Sports/Entertainment,6.1
Consulting,2.3
Education,4.2
Entrepreneurship,5.8
Finance,6
Government or Politics,14.9
Graduate School,0.9
Health,23.7
Media or Publishing,2.6
Nonprofit or Public Service,4.4
Professional School,3.2
Technology or Engineering,10.8
Business - Other,9.5
Other Sector,5.3
