Arts/Sports/Entertainment,5.4
Consulting,3.6
Education,3.9
Entrepreneurship,8.8
Finance,8.8
Government or Politics,14.6
Graduate School,0.7
Health,18.8
Media or Publishing,0.5
Nonprofit or Public Service,2.1
Professional School,3
Technology or Engineering,13.6
Business - Other,10.9
Other Sector,5.4
