Arts/Sports/Entertainment,8.1
Consulting,2.6
Education,3.1
Entrepreneurship,7.4
Finance,8.3
Government or Politics,12.6
Graduate School,0.5
Health,19.3
Media or Publishing,3.6
Nonprofit or Public Service,6.0
Professional School,1.9
Technology or Engineering,10.2
Business - Other,11.9
Other Sector,4.5
