Hispanic or Latino,16.1
American Indian or Alaska Native,0
Asian (entire continent excluding India and Middle East),8.3
Indian,0
Black or African American (including Africa and Caribbean),4.5
Pacific Islander (including native Hawaiian),16.7
White (including Middle Eastern and North African),19.5
